date,region,total_orders,revenue,gross_margin,net_profit,marketing_spend,r_and_d_spend,operational_costs,customer_satisfaction,active_customers,new_customers,repeat_customers,refunds,support_tickets,avg_resolution_hours,employee_count,avg_salary,inventory_turnover,delivery_delay_days,co2_emissions_tons,energy_consumption_mwh,governance_score,environmental_score,social_score
2020-07-27,North America,9549,702388,0.409,174428,77656,21737,317994,3.36,50098,1481,12478,156,1604,19.3,471,6790,6.91,2.35,2166,1251,88.2,85.6,72.9
2020-07-28,Europe,9780,566301,0.473,116583,43721,43477,414083,3.58,39426,902,8858,351,1748,22.3,1262,7177,5.45,2.66,3454,826,65.5,74.9,66.9
2020-07-29,Asia-Pacific,9989,551778,0.269,195191,28739,53653,349956,4.43,72358,1504,9247,365,928,18.2,1267,7084,4.94,0.83,4222,2826,91.2,82.4,52.0
2020-07-30,Europe,5312,458423,0.457,205073,84378,21050,236279,3.25,31173,2249,5271,138,844,33.4,1319,3631,5.86,2.17,1591,1625,87.7,74.9,94.4
2020-07-31,Latin America,6397,571745,0.279,131996,55324,49047,153340,4.43,70134,3037,13934,156,598,36.8,1243,6895,6.56,1.76,796,2771,83.0,74.5,72.9
2020-08-01,Asia-Pacific,10230,314393,0.34,153502,41427,31520,311233,4.75,64893,1699,13129,60,1340,20.5,452,7155,2.89,1.49,2429,2169,89.3,90.5,52.5
2020-08-02,North America,4802,460435,0.446,178192,26821,55648,367467,3.3,34671,893,14972,73,1330,4.9,735,3781,7.53,1.37,2145,2233,79.7,80.5,52.3
2020-08-03,North America,4835,450233,0.458,124908,84571,17550,205592,3.52,69991,1159,7950,72,1254,18.0,693,6757,2.04,2.64,3792,1004,71.6,59.4,84.6
2020-08-04,North America,10487,647873,0.366,200261,27537,29454,151309,3.2,32404,626,7930,294,1862,8.9,798,3783,7.92,0.7,3993,1715,83.3,77.7,65.5
2020-08-05,North America,5843,418086,0.387,172744,92597,44968,314732,3.39,37377,1989,14668,52,847,12.8,1262,3420,5.52,2.38,2239,1257,83.2,60.6,69.3
2020-08-06,Europe,10703,675712,0.413,186133,40806,26688,410305,4.25,54659,4040,12214,79,1726,33.7,453,6132,5.04,0.41,3097,878,80.3,78.3,77.7
2020-08-07,Europe,4078,401414,0.442,148304,74406,23573,369138,3.28,38090,1305,10427,265,570,22.3,703,6957,2.85,1.73,3589,1990,87.6,81.4,50.1
2020-08-08,North America,8857,326105,0.278,107457,90543,18677,201532,3.92,30811,2917,4684,304,369,33.5,599,6475,6.09,0.65,5996,1410,61.9,62.7,73.2
2020-08-09,North America,6453,761014,0.436,111767,64805,28072,431757,4.06,36117,816,5518,32,1508,39.5,1178,7888,2.62,1.49,3567,1075,82.4,61.4,81.2
2020-08-10,North America,5586,510277,0.361,186726,52808,54516,366304,4.74,55010,1775,8326,266,527,22.7,764,3589,8.06,1.55,2862,1931,80.2,62.3,67.7
2020-08-11,Europe,8284,700134,0.354,185504,43888,27819,275542,4.01,54249,2528,10215,70,1392,36.7,1129,5468,4.12,2.25,1379,2240,67.7,87.9,57.3
2020-08-12,North America,9257,316951,0.347,165415,88070,19831,191855,3.44,47031,3245,9411,216,1888,28.0,1116,4828,3.21,0.79,5866,338,63.1,61.3,88.3
2020-08-13,North America,4288,702344,0.367,205381,90738,23073,214918,3.69,48315,584,9298,290,536,5.9,484,4353,3.76,1.03,2958,1657,76.4,86.2,67.9
2020-08-14,Latin America,9968,646970,0.467,143047,55584,28134,136577,4.34,63685,2066,11589,141,496,17.9,892,4288,5.73,1.6,4428,504,68.9,55.8,94.8
2020-08-15,Latin America,4326,553871,0.376,94889,38339,21549,333474,3.39,62547,3796,4345,374,1837,27.0,1273,6917,5.92,2.32,4888,1801,87.0,88.0,74.1
2020-08-16,North America,8098,777240,0.469,180285,87060,31959,310442,3.59,36304,955,9050,373,1430,28.8,1105,4431,4.37,1.72,4911,1383,77.2,64.7,55.7
2020-08-17,Asia-Pacific,5004,461388,0.291,102934,47708,38534,397866,4.89,61455,3542,11328,10,1469,34.7,1237,4093,7.52,2.42,4692,1716,93.7,62.5,53.6
2020-08-18,North America,6482,521103,0.417,153834,74183,51226,242906,3.21,40598,3148,10091,49,1483,26.2,772,3537,4.65,2.03,5885,1798,93.5,80.2,59.4
2020-08-19,Latin America,9070,399909,0.437,160491,44561,44513,212835,3.46,69695,3174,7230,286,1562,5.4,1331,7267,5.06,2.77,5328,1593,90.8,89.9,90.3
2020-08-20,Asia-Pacific,10112,411327,0.406,121671,65811,41987,262116,4.63,35983,1583,8258,256,668,7.4,989,4518,2.91,2.07,4898,845,82.0,83.7,72.1
2020-08-21,Asia-Pacific,5227,592479,0.39,95224,70738,19524,398886,3.37,33720,1684,6503,147,1449,14.5,543,5479,2.95,1.17,2294,2231,81.0,77.4,87.3
2020-08-22,North America,7097,717757,0.38,165170,26270,54930,281220,3.26,66226,1970,8644,331,1480,13.2,594,6119,2.71,0.48,3732,784,67.6,64.6,80.2
2020-08-23,Latin America,4089,760406,0.448,218634,77078,32526,255000,3.41,60459,686,11317,26,1116,10.4,520,6623,3.03,2.17,1326,600,85.1,71.3,88.6
2020-08-24,Latin America,3960,760751,0.439,212461,71864,25765,179499,4.38,54666,2373,9326,133,1791,25.5,618,3173,8.3,2.95,6173,2133,92.0,89.3,73.3
2020-08-25,Asia-Pacific,9827,441538,0.278,128108,69994,30422,389149,4.89,66037,1124,6498,100,1790,18.3,838,5399,6.79,1.57,5832,1559,71.0,86.9,86.9
2020-08-26,North America,9008,742192,0.445,194149,45729,38295,159844,4.2,51968,2387,6161,255,1183,28.0,758,3397,6.7,0.58,4464,2369,89.5,63.9,92.4
2020-08-27,Europe,10211,457557,0.345,140227,84858,53256,299379,3.41,51059,2476,11028,122,1019,16.7,1049,3764,3.02,1.1,4617,1612,74.4,90.1,56.5
2020-08-28,Europe,7154,790908,0.308,203324,80713,42684,205957,3.51,56836,2904,7313,135,1014,12.4,470,5307,5.64,1.35,834,2667,93.4,64.6,94.9
2020-08-29,Latin America,4609,756988,0.45,164220,93441,46314,323621,4.11,32615,882,4356,275,1639,22.9,600,4790,5.42,0.58,1685,2577,73.9,94.3,83.3
2020-08-30,Europe,10045,797185,0.349,118011,85805,33386,248921,4.42,30304,3753,14689,250,938,5.7,874,7747,4.01,1.13,1430,2118,87.0,84.7,75.9
2020-08-31,Latin America,5505,417494,0.436,106365,99291,49548,429254,4.33,63271,1180,8457,147,1095,39.6,447,6042,3.89,2.44,5352,2273,88.3,83.3,94.6
2020-09-01,Latin America,4447,581187,0.311,149256,25804,20831,282543,4.18,41742,1732,7023,255,641,26.9,1247,6582,7.34,1.09,2243,2745,84.9,78.3,57.5
2020-09-02,Latin America,7667,664043,0.251,192625,30432,39931,253257,4.88,47418,1784,13989,247,454,6.6,885,3373,4.09,3.0,1296,530,73.4,89.2,79.1
2020-09-03,Europe,7502,738997,0.364,205064,57113,24233,369396,3.54,73760,3519,12182,312,1276,25.7,1224,4786,6.15,1.01,4069,2368,65.5,90.3,58.5
2020-09-04,Latin America,6399,331498,0.273,115278,88089,45812,347078,3.49,55662,3901,6035,18,1459,4.8,1155,4942,8.44,0.48,2922,1589,63.5,65.2,72.9
2020-09-05,Asia-Pacific,10743,639882,0.424,134876,77566,31869,159355,4.66,41367,2967,5010,55,755,21.2,749,4026,5.6,2.41,1221,2550,63.3,86.7,51.8
2020-09-06,North America,8862,658996,0.313,167052,95108,24115,141153,3.69,58293,3645,9106,382,1986,13.1,1030,3636,6.23,0.54,1410,2178,86.9,61.6,65.5
2020-09-07,North America,7090,369025,0.352,201301,38641,27044,194436,3.77,73637,1248,8773,368,331,28.6,1103,3297,8.13,0.33,1946,491,73.3,70.8,89.3
2020-09-08,Latin America,9044,367466,0.27,196524,77158,22280,362284,4.13,30906,3261,4762,133,1303,20.5,818,5511,7.05,1.31,2135,2234,73.3,91.6,84.1
2020-09-09,North America,8543,449875,0.316,144580,47522,19720,337134,3.85,55471,2079,12236,77,1338,31.9,627,3972,2.09,2.72,1306,1405,67.1,67.2,67.9
2020-09-10,Europe,8959,540134,0.43,122309,37339,43617,229857,3.69,63884,3554,10643,374,427,10.7,791,6218,3.01,1.8,966,1436,67.5,72.3,57.7
2020-09-11,Europe,3899,515950,0.285,94967,56170,29457,334870,4.76,50821,3682,7952,333,1702,26.9,468,5203,3.88,2.77,2429,2004,73.3,71.8,52.8
2020-09-12,North America,8120,800136,0.399,90203,60840,29631,209411,3.42,62475,2697,4515,141,723,28.1,930,7212,5.01,2.65,1672,2517,67.4,77.8,92.9
2020-09-13,Europe,10745,736616,0.461,212639,66731,29189,321799,3.89,47948,2040,15319,370,395,20.1,784,6720,3.93,0.41,2884,2498,82.2,88.4,69.5
2020-09-14,North America,8451,794852,0.406,98224,83269,48448,381516,3.21,55543,1199,5380,394,1636,34.6,1131,6767,5.23,0.36,4941,1137,89.8,76.9,82.4
2020-09-15,North America,8921,620652,0.437,181053,77653,48608,162596,4.57,38564,1375,12615,246,1114,7.6,1162,5157,7.49,1.03,5487,2538,83.7,92.6,90.9
2020-09-16,North America,4977,306960,0.275,133210,61015,50080,353793,3.49,65890,817,10197,222,912,30.8,946,3912,8.81,2.67,1701,276,70.4,90.0,83.1
2020-09-17,Latin America,6152,634824,0.308,216730,45963,24124,425614,4.51,47069,1393,10862,68,1441,7.0,636,5660,6.41,1.61,4620,846,71.3,79.5,71.1
2020-09-18,North America,9568,343822,0.456,85174,44947,26419,279482,3.45,61166,226,6819,162,821,8.0,695,7811,8.09,2.88,1434,924,81.6,72.3,66.6
2020-09-19,Latin America,6371,649355,0.414,155992,77019,56592,154978,3.91,68182,1168,8657,290,1440,9.7,655,3053,4.41,1.04,3545,2497,81.6,68.0,89.3
2020-09-20,North America,7420,583926,0.397,212405,34820,27755,146929,4.44,50109,838,4786,91,1671,27.1,1154,5587,2.96,1.45,4013,1060,86.3,79.5,64.4
2020-09-21,North America,5028,589067,0.403,150104,93764,25068,362596,3.66,32576,2224,8668,247,1503,26.3,556,6521,7.83,0.27,2367,2424,92.8,87.3,64.7
2020-09-22,North America,8313,624080,0.345,209116,44631,22613,190823,3.73,30469,1462,9555,321,523,18.9,1092,7335,7.4,2.65,5767,1684,67.9,75.2,84.1
2020-09-23,Europe,8590,535359,0.26,184911,61712,50445,393663,4.33,35040,2139,5733,58,1547,13.9,1244,5303,3.65,0.65,5990,602,70.2,90.2,76.4
2020-09-24,Latin America,7182,667345,0.43,120787,68423,37241,425566,3.52,65016,775,3044,74,547,25.3,580,7120,5.77,2.96,3135,2837,85.2,66.5,69.3
2020-09-25,Latin America,4392,495663,0.406,94592,93093,15375,153291,4.82,33917,3059,9020,198,1577,7.5,1152,5146,8.96,1.05,4352,1138,64.2,89.4,70.3
2020-09-26,North America,9038,550651,0.359,186871,45621,31138,187267,3.52,62090,3204,7730,18,1642,25.9,970,3718,8.8,2.85,1297,1148,68.5,81.6,76.3
2020-09-27,North America,7933,732491,0.457,90426,96584,56456,149363,4.47,41995,1585,13341,377,1274,2.5,496,5736,5.17,2.08,4880,644,68.1,66.7,69.7
2020-09-28,Europe,3918,306798,0.327,203109,56981,26605,259845,4.56,61939,918,4590,105,948,7.5,1035,5427,3.99,1.81,1805,2011,67.4,71.6,64.3
2020-09-29,Europe,10298,480895,0.318,88009,34788,15507,189992,3.84,54528,705,10874,94,1041,28.9,979,5990,4.06,0.54,5697,1248,84.7,56.5,90.8
2020-09-30,Europe,4046,778270,0.451,135931,52524,17192,360849,3.47,48120,1657,6120,45,1161,35.2,1000,7669,8.15,0.49,3193,2682,66.8,91.6,72.8
2020-10-01,Latin America,7050,610415,0.433,150567,36401,40093,251282,3.48,33289,1968,4186,92,1876,4.9,951,3416,6.68,0.94,1918,2256,90.1,85.7,58.9
2020-10-02,Latin America,5631,404124,0.368,124722,74273,29579,223400,4.88,42836,2987,7036,172,851,26.3,938,7587,6.2,1.2,1753,566,79.7,79.4,57.4
2020-10-03,Latin America,4421,791679,0.28,113560,72099,22967,237713,4.43,34393,1735,9296,223,1083,4.4,979,3169,3.88,1.93,6061,2662,78.2,93.8,62.9
2020-10-04,North America,4641,436321,0.299,182121,62224,44783,327641,3.97,61888,2831,9822,397,1348,35.4,754,3598,4.84,0.67,3118,2103,73.6,91.9,94.4
2020-10-05,Latin America,5490,565401,0.401,199033,91082,26980,170958,3.64,32159,1815,12964,230,437,16.9,650,5277,5.9,2.14,6060,684,68.2,91.7,91.6
2020-10-06,Asia-Pacific,5684,341601,0.339,165927,85430,35536,373712,3.23,69562,2122,5428,327,1225,30.2,561,5055,5.65,0.36,606,2848,65.6,67.2,54.1
2020-10-07,Asia-Pacific,5709,486388,0.442,119201,56601,25566,327747,4.34,31300,1923,2938,328,308,8.6,899,7467,2.37,2.62,4088,2760,66.9,64.1,53.8
2020-10-08,Europe,9460,500141,0.468,86176,89614,37579,252269,4.83,44943,3206,5146,128,868,34.7,663,5981,5.41,2.66,4472,1896,92.8,84.7,67.2
2020-10-09,Latin America,5029,658755,0.435,204979,83101,21769,195421,3.38,46255,3405,7509,85,601,18.3,1032,6075,6.27,2.71,4434,508,81.7,68.1,73.1
2020-10-10,Asia-Pacific,7596,574432,0.337,176505,52217,28149,194683,4.48,63881,3535,9634,78,930,9.9,944,4199,7.51,1.39,5164,1523,77.0,65.9,63.7
2020-10-11,Europe,7134,564502,0.431,190136,31888,18002,419596,3.46,43648,1325,5284,103,470,23.8,1235,5500,2.9,0.56,2520,2801,60.9,65.1,79.5
2020-10-12,Latin America,4036,307613,0.331,171544,32650,17538,236071,4.55,71926,3082,5854,328,1183,13.0,482,6983,7.77,1.63,3383,1640,93.1,57.8,69.3
2020-10-13,North America,6102,568761,0.288,94174,55962,44291,156246,3.83,35893,2182,7295,326,811,12.9,1109,6900,2.65,2.32,2217,2409,86.2,84.0,74.2
2020-10-14,Asia-Pacific,7945,376928,0.258,108019,42436,29240,230681,4.41,62177,2097,13037,364,668,6.4,844,4644,5.5,0.95,4380,1270,66.5,55.3,62.6
2020-10-15,North America,4594,551559,0.339,135044,93920,37606,302436,4.77,57612,2937,8159,302,1834,10.1,443,3785,2.59,2.07,4189,1392,74.4,77.6,53.1
2020-10-16,Latin America,10093,641392,0.458,200198,54835,49971,391694,4.25,66544,983,5312,263,674,32.3,1210,7999,7.72,0.25,4181,2836,82.1,65.7,81.1
2020-10-17,Asia-Pacific,4660,665799,0.305,85189,56115,18276,249139,4.77,42936,1979,11508,13,503,21.9,476,6100,5.25,2.48,2307,1098,66.1,81.7,82.7
2020-10-18,Latin America,4649,620408,0.297,150677,80256,24273,188327,3.6,54734,2449,12974,65,356,15.5,1312,4626,6.34,0.81,4427,853,77.1,92.8,71.3
2020-10-19,North America,6658,792766,0.473,222250,45328,20130,307813,4.86,64259,2643,5814,52,956,37.3,786,6265,5.49,2.75,3260,2592,84.9,82.6,88.8
2020-10-20,Asia-Pacific,8168,492642,0.256,208858,65343,44805,294029,4.68,32400,2045,9191,286,1348,32.3,867,7931,5.23,1.72,5297,882,65.2,70.1,63.8
2020-10-21,North America,8453,526163,0.431,209662,66420,39242,338067,3.38,30709,3528,14889,67,1946,13.8,1298,5991,3.28,1.25,783,2299,68.7,62.1,82.6
2020-10-22,Latin America,10674,495321,0.324,190170,60114,43492,325662,3.9,68819,2000,5996,259,1714,6.2,507,7811,8.6,2.26,5814,1989,77.2,68.6,76.1
2020-10-23,Latin America,6950,760911,0.259,140604,29602,51289,259317,4.78,33304,1290,11942,153,1378,9.0,1209,4103,7.1,1.08,5527,2680,84.4,73.4,69.3
2020-10-24,North America,9620,635477,0.461,163968,33336,52411,204975,3.33,34416,1299,5742,318,446,27.7,1028,6160,5.97,2.2,5672,1257,79.7,90.2,59.5
2020-10-25,Asia-Pacific,6786,603154,0.282,217285,66348,18568,259342,3.97,64921,1249,6814,27,1276,23.4,958,3784,3.44,1.08,3027,1290,67.4,94.1,79.7
2020-10-26,North America,4600,471930,0.377,173928,95903,54222,405249,4.43,43352,2058,8301,322,1867,39.3,840,7604,4.8,2.57,2285,2381,88.8,92.1,57.2
2020-10-27,Latin America,4999,806040,0.313,206663,31270,27587,236928,3.26,50629,1213,4689,360,1410,2.5,463,5227,4.4,2.95,3753,2305,78.2,75.0,82.6
2020-10-28,North America,7316,483407,0.265,137540,31700,20698,254800,4.48,43295,806,9776,175,1304,35.3,1274,7649,7.29,2.04,4707,878,63.9,73.9,59.7
2020-10-29,Latin America,5476,621083,0.261,179355,67740,44330,260021,3.81,42982,1514,8514,388,1995,2.5,596,6634,3.35,1.71,1061,1544,67.9,65.9,50.8
2020-10-30,North America,7650,784539,0.277,175242,30431,18653,415858,3.62,63035,1299,4268,41,1221,18.1,1312,4773,6.67,1.49,4294,2415,93.9,70.2,63.6
2020-10-31,Asia-Pacific,6618,484194,0.266,205637,30173,20664,292701,4.18,53891,3196,11914,121,371,36.8,686,6256,8.32,2.8,2062,1138,84.4,91.7,88.9
2020-11-01,Asia-Pacific,7044,537135,0.425,170237,32020,54162,369024,4.13,62629,3525,10709,234,1857,27.0,511,5838,7.87,1.43,1600,1911,71.6,89.5,51.3
2020-11-02,North America,8563,769023,0.362,157223,54401,35070,382833,4.69,43089,3376,10800,284,1049,24.2,964,5747,4.38,2.47,3956,1493,68.5,60.9,52.8
2020-11-03,North America,6808,476210,0.329,212105,36580,38568,399236,4.35,70878,1996,8482,349,1252,13.9,1053,4722,3.06,0.21,4024,1655,76.3,69.2,74.0
2020-11-04,Asia-Pacific,10871,755360,0.346,178981,72932,39456,392364,3.92,65036,1963,10357,313,435,38.7,907,5490,4.54,2.7,3984,1158,65.6,78.2,50.2
2020-11-05,Latin America,5092,762373,0.464,132400,73333,56584,341875,4.31,41993,1411,9519,83,1369,8.4,474,5249,4.76,1.28,4449,2061,68.1,59.5,78.7
2020-11-06,Asia-Pacific,4202,342674,0.459,97944,89607,38851,248210,4.48,46229,3890,6389,163,816,12.3,1027,6690,5.76,0.98,4027,801,84.4,69.1,78.1
2020-11-07,Latin America,8952,507785,0.415,194174,76971,24501,322710,4.79,62812,1817,11566,119,1335,19.2,857,4096,2.32,0.62,880,511,89.9,78.4,59.9
2020-11-08,North America,9724,387794,0.453,195511,63074,36279,273311,4.4,55286,3850,7446,347,326,6.8,675,5268,5.58,0.4,3501,1503,62.2,73.1,69.6
2020-11-09,North America,5730,645282,0.324,181261,39739,27646,331084,4.12,49395,1730,6201,182,383,18.1,842,4625,6.24,2.67,3403,1229,80.7,89.6,84.5
2020-11-10,Latin America,5371,509174,0.338,170311,45374,55517,195345,3.83,71169,2205,3828,280,847,3.5,621,5679,8.59,1.13,1716,2421,80.8,78.8,59.1
2020-11-11,North America,4775,330157,0.391,173573,87755,38062,341732,4.72,65562,810,11295,155,1375,37.1,958,7923,7.07,2.92,1706,2597,73.4,81.8,77.1
2020-11-12,Latin America,5272,549535,0.393,144140,38154,44101,386742,4.55,66886,3546,6251,296,1965,14.2,547,6804,2.2,1.38,2038,2646,87.5,76.1,69.8
2020-11-13,Europe,7272,514525,0.361,116078,82689,53779,400183,3.33,61811,2225,13011,111,373,26.1,478,3387,3.23,2.85,2313,1524,77.5,67.3,67.7
2020-11-14,Asia-Pacific,8123,558870,0.342,185603,72620,15755,172947,4.39,73222,1336,6060,24,789,35.1,1070,4632,5.33,2.04,5854,2255,65.0,78.7,64.8
2020-11-15,Europe,8364,657828,0.477,201108,90683,54633,296533,4.12,40680,1902,13953,258,1778,33.1,753,6958,8.83,0.63,2075,2117,82.0,94.9,74.5
2020-11-16,Latin America,6149,442266,0.439,206058,90663,31267,261104,3.38,45532,3639,3230,74,1571,35.2,1160,6939,6.21,1.06,4753,2831,81.0,63.0,61.3
2020-11-17,Asia-Pacific,7318,689622,0.35,215928,85763,42951,317116,4.16,71707,2592,13614,370,311,29.4,1297,5435,7.91,2.83,2893,848,94.8,83.9,78.6
2020-11-18,Latin America,6258,773829,0.417,156647,75176,50615,351081,3.53,48467,2365,12167,183,1890,9.4,555,3160,2.73,1.4,4682,1877,67.7,83.5,55.1
2020-11-19,Asia-Pacific,6974,453259,0.312,219671,56964,51440,201460,4.4,52942,3520,8594,340,1659,15.9,1154,5701,5.06,0.36,2090,1334,81.2,86.2,88.6
2020-11-20,Asia-Pacific,8201,674999,0.273,163541,57191,56720,159997,3.67,51259,2498,12004,367,1577,21.5,1205,3495,2.16,1.15,4258,599,80.0,72.5,84.4
2020-11-21,Asia-Pacific,5405,471758,0.331,149003,41276,16661,221647,3.46,31503,1062,9341,39,970,14.8,1295,5952,3.74,2.65,3266,2398,71.3,55.4,68.7
2020-11-22,Asia-Pacific,10216,764030,0.343,185281,52207,26234,165112,3.34,49352,1839,4158,50,902,38.3,544,6159,7.68,2.99,2245,2766,86.8,91.2,58.0
2020-11-23,Latin America,10304,522409,0.254,110562,43334,43570,328835,4.03,62535,910,13771,76,971,32.7,853,5879,6.36,0.28,2971,1552,73.0,65.3,67.8
2020-11-24,Asia-Pacific,9478,676264,0.437,113655,45020,46245,256160,3.54,60079,3641,6173,282,1301,32.4,1038,5237,3.97,1.52,4925,1875,83.1,71.0,80.3
2020-11-25,Asia-Pacific,6810,696889,0.333,122540,36226,51063,351664,4.65,44657,1157,6140,35,1131,15.7,665,3088,7.89,0.89,996,1301,73.8,88.2,66.5
2020-11-26,Europe,9625,603488,0.383,115160,92107,22786,384393,3.21,50854,970,9426,127,1427,30.7,797,4158,7.15,2.95,1178,1270,87.8,89.9,53.7
2020-11-27,North America,10504,637434,0.267,173563,62619,28350,273608,4.63,34595,2922,9707,338,902,25.3,1246,7589,5.51,1.28,3889,871,94.9,82.5,54.9
2020-11-28,North America,6247,762493,0.29,218345,91700,52418,159544,4.09,62009,2319,5960,218,614,16.3,1111,3260,2.31,2.81,2663,2542,84.1,72.6,81.3
2020-11-29,Europe,5063,575277,0.455,148323,67209,20082,202130,4.77,51588,4026,14354,366,1092,13.7,1054,7973,8.34,1.91,4905,1945,87.4,80.8,88.6
2020-11-30,Europe,4007,559354,0.39,112075,67549,55972,241558,3.55,60979,639,3284,257,367,32.0,1208,3249,6.68,2.7,3080,704,62.0,72.3,87.3
2020-12-01,Latin America,9007,724563,0.469,187607,56579,32347,283057,3.37,69155,3727,9794,104,1824,24.7,1181,3595,7.69,2.86,4919,2235,91.2,63.2,83.5
2020-12-02,Latin America,8225,456413,0.48,117546,40048,53211,138240,4.26,51372,3912,6475,323,1495,3.4,683,6700,8.55,0.49,5055,635,89.2,68.5,84.2
2020-12-03,Latin America,9709,426648,0.336,138618,71844,34360,292926,4.4,39304,3596,4114,104,1466,2.8,1068,3090,2.97,0.76,3823,1930,64.9,79.2,94.1
2020-12-04,Europe,7555,514362,0.319,156594,50447,26344,336412,3.83,71284,2069,13796,111,496,34.0,823,5441,7.27,0.94,4579,2802,81.6,58.4,57.0
2020-12-05,Europe,7694,702653,0.447,111725,61244,22799,424083,3.22,39025,2846,12021,223,1496,5.4,588,5469,3.08,1.7,2511,1359,90.3,55.8,74.5
2020-12-06,Asia-Pacific,5657,705822,0.48,101991,73492,47054,178096,3.89,45951,2771,4182,140,964,21.7,687,3185,5.61,0.88,3573,2416,82.0,55.2,61.8
2020-12-07,Latin America,10640,770034,0.395,111273,44705,36841,241695,3.6,63530,1482,13641,385,1988,25.1,924,6558,7.09,2.81,4337,1883,90.9,59.5,60.4
2020-12-08,Latin America,5480,373482,0.433,122141,83411,34620,298972,3.79,55543,1590,7141,391,821,36.8,1293,4236,5.64,0.71,2549,578,84.9,60.5,68.4
2020-12-09,Latin America,5200,518554,0.43,167266,57283,29745,253014,4.06,59419,1312,7138,378,489,21.6,788,3975,5.31,0.68,1994,947,75.4,82.0,65.1
2020-12-10,North America,7679,776983,0.332,129215,41683,29364,243693,4.39,46427,1518,12749,141,311,9.4,513,5707,3.98,0.62,1629,775,93.5,71.2,79.4
2020-12-11,Asia-Pacific,6126,542540,0.382,112696,76953,51513,245104,4.84,47991,3412,5487,111,1262,11.9,1160,6889,7.38,1.42,3958,1976,92.3,56.8,68.7
2020-12-12,Latin America,4878,582506,0.442,98374,49466,28528,307887,3.44,54260,3659,4207,66,1352,3.9,456,6893,2.63,0.33,1524,1702,62.3,62.5,62.8
2020-12-13,Latin America,4937,686585,0.408,212366,88109,28478,218061,4.36,35922,2275,14112,202,1288,10.4,537,7013,3.62,2.1,4137,1461,65.6,75.5,53.8
2020-12-14,Latin America,6501,429604,0.255,205873,39283,43918,266039,3.6,65983,2979,9733,264,854,33.0,1014,3039,2.32,0.9,1960,1328,80.3,79.8,63.1
2020-12-15,North America,10600,412728,0.327,207651,47785,23494,274935,3.58,67463,1043,13455,171,387,30.8,931,5199,3.24,2.81,4434,1871,81.7,94.4,71.8
2020-12-16,North America,7902,757531,0.283,138830,73519,35152,164734,4.28,48447,2037,7583,41,1155,5.1,1251,7088,4.85,0.7,4971,2539,91.5,75.8,77.3
2020-12-17,Europe,8523,437542,0.304,178819,88912,40834,391091,4.52,36162,2791,10790,181,772,20.2,864,4620,2.21,0.42,5655,826,65.4,59.8,78.8
2020-12-18,Asia-Pacific,4824,551455,0.458,104504,27202,48277,182649,4.86,72802,3185,14314,106,410,13.5,1218,3313,3.59,1.33,844,1127,73.2,80.9,59.4
2020-12-19,Europe,10270,667072,0.258,100859,91705,22807,404438,4.51,47340,2228,10002,148,720,26.7,1132,6578,2.28,0.89,3683,2314,94.2,79.3,68.4
2020-12-20,Asia-Pacific,6094,771647,0.301,206949,98103,53332,142457,3.47,47655,2565,5287,301,368,38.5,452,3629,8.13,2.63,3718,1439,90.1,68.7,68.1
2020-12-21,North America,10342,653103,0.321,97914,89461,16536,280939,3.58,71702,1140,6910,150,418,26.0,514,7273,8.23,1.66,2742,670,91.8,81.4,50.7
2020-12-22,Latin America,7111,382620,0.392,171091,43296,47875,264490,4.49,48379,3493,6239,322,1078,30.3,1011,7114,6.89,1.53,2052,916,61.1,92.2,89.8
2020-12-23,Europe,9955,534415,0.373,142782,43883,22178,164818,4.1,38369,1218,6403,162,1747,17.1,794,3271,6.16,2.38,2773,2086,67.7,55.8,80.3
2020-12-24,Latin America,5378,582293,0.3,93597,59440,44057,274717,3.7,60817,2826,12335,207,546,3.2,505,4107,7.57,2.03,4999,2215,76.2,63.3,79.8
2020-12-25,Europe,9885,452974,0.288,162632,40868,44439,236009,4.0,49474,1612,11021,355,1130,17.9,698,3837,3.97,0.23,3966,366,90.6,59.7,76.0
2020-12-26,North America,10747,684288,0.304,119116,42775,49841,181693,4.76,48273,1275,11191,141,321,21.4,783,5668,7.19,2.12,4082,2858,75.6,83.2,70.7
2020-12-27,North America,6296,704785,0.366,219907,33480,23349,339951,4.48,49993,2292,14060,374,698,20.7,1306,4760,4.31,2.19,4654,2179,65.6,81.4,60.1
2020-12-28,North America,7373,797612,0.312,159400,27784,47847,420685,3.97,69072,586,3897,35,1821,10.9,748,3488,5.1,0.69,825,1399,81.5,58.7,67.7
2020-12-29,Europe,7473,345903,0.468,180358,96203,52939,147127,4.87,73679,1510,2986,278,625,20.0,767,3402,8.86,2.19,5090,2634,91.3,60.4,57.9
2020-12-30,Asia-Pacific,5228,531977,0.357,158203,59336,16450,419384,4.55,36377,434,7610,81,1515,29.3,1323,7612,7.92,2.98,5756,1505,62.4,89.1,86.7
2020-12-31,Europe,8916,647512,0.264,125014,80738,18152,178030,3.21,58888,3399,13248,312,901,13.8,1064,5630,4.93,1.02,2892,1590,77.3,78.7,59.5
2021-01-01,Asia-Pacific,9116,332952,0.418,200654,92373,35541,356620,3.39,45852,1648,8284,390,945,26.1,597,5446,8.34,0.31,3107,779,94.3,75.4,62.5
2021-01-02,Europe,5112,780071,0.326,108036,35289,34763,335570,4.14,54628,1139,8045,217,651,7.8,821,5044,2.68,2.58,829,1258,62.7,76.1,50.6
